Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Smiles,IC50,pChEMBL Value
CHEMBL2206992,,None,673.98,2,5.81,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6(C)COC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,400,6.4
CHEMBL140,,None,368.39,0,3.37,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,10000,5
CHEMBL3923244,,None,367.49,0,3.59,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(C)C(N)=N1,1.6,8.8
CHEMBL2203387,,None,269.24,0,2.31,Cn1ncc2cc(-c3nc4ccc(F)nc4o3)cnc21,30.2,7.52
CHEMBL2203380,,None,244.23,0,2.47,CNc1ccc(-c2nc3ccc(F)nc3o2)cn1,102,6.99
CHEMBL4161552,,None,440.87,0,2.48,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4ccc(F)cc4)n3)CC2)n2ncnc2n1,15890,4.8
CHEMBL145,CAFFEIC ACID,3,180.16,0,1.2,O=C(O)/C=C/c1ccc(O)c(O)c1,32800,4.48
CHEMBL249447,,None,516.46,3,1.03,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1O,16400,4.79
CHEMBL4110655,,None,381.32,0,1.04,C[C@]1(c2nc(NC(=O)c3nccnc3N)ccc2F)N=C(N)OCC1(F)F,180,6.75
CHEMBL2408097,,None,298.29,0,3,COc1ccc(C(=O)/C=C/c2ccc(C(=O)O)cc2)c(O)c1,18500,4.73
CHEMBL2408096,,None,312.32,0,3.08,COC(=O)c1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,23800,4.62
CHEMBL2408093,,None,360.41,0,4.88,COc1ccc(C(=O)/C=C/c2ccc(OCc3ccccc3)cc2)c(O)c1,7800,5.11
CHEMBL2408263,,None,403.43,0,4.56,COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccccc3OC)cc2)c(O)c1,7300,5.14
CHEMBL858,EDETIC ACID,3,292.24,0,-2.07,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,7700,5.11
CHEMBL3672732,,None,446.98,1,5.38,CO[C@H]1CC[C@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,4.5,8.35
CHEMBL4106556,,None,399.76,0,2.72,C[C@]1(c2nc(NC(=O)c3ncccc3Cl)ccc2F)N=C(N)OCC1(F)F,88,7.06
CHEMBL3891777,,None,375.52,0,3.95,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CCC3)cc1[C@@]21N=C(C)C(N)=N1,2.1,8.68
CHEMBL3672721,,None,390.33,0,3.96,CO[C@H]1CC[C@@]2(CCc3ccc(Br)cc3C23N=C(C)C(N)=N3)CC1,78,7.11
CHEMBL2206993,,None,658.97,1,4.99,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CNC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,100,7
CHEMBL541265,SALVIANOLIC ACID B,None,720.64,3,3.13,O=C(/C=C/c1cc(O)cc2c1[C@H](C(O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,5000,5.3
CHEMBL240070,,None,500.06,1,2.94,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,12,7.92
CHEMBL236188,,None,529.65,1,3.34,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,9.6,8.02
CHEMBL236188,,None,529.65,1,3.34,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,20,7.7
CHEMBL236187,,None,521.7,1,4.77,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,115,6.94
CHEMBL4113193,,None,450.95,1,5.13,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1[C@]21N=C(C)C(N)=N1,986,6.01
CHEMBL3672719,,None,351.4,0,4.34,CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(F)c3)ccc1CCC21CC1,118,6.93
CHEMBL4226641,,None,519.73,1,3.85,CN(C)Cc1ccccc1-c1cc(C(=O)NCCN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,10000,
CHEMBL245478,,None,447.42,1,6.92,CN(C)c1ccc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N(C)C)cc3)c2)cc1,20000,
CHEMBL247328,,None,375.42,0,4.85,COc1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,800,6.1
CHEMBL247524,,None,373.46,0,4.6,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N)c(OC)c3)n2)ccc1N,700,6.16
CHEMBL195970,,None,313.15,0,4.99,CC(C(=O)O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,94000,4.03
CHEMBL418455,,None,528.3,2,5.44,O=C(O)c1cc(/C=C/c2ccc(/C=C/c3ccc(O)c(C(=O)O)c3)c(I)c2)ccc1O,8000,5.1
CHEMBL231446,,None,506.07,1,4.45,CN1CCCC1CCNC(=O)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,530,6.28
CHEMBL231035,,None,546.13,2,5.33,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,1000,6
CHEMBL2048305,,None,289.34,0,3.55,CNc1ccc(-c2nc3ccc(OC)cc3s2)c(F)n1,14,7.85
CHEMBL2048308,FLUTAFURANOL,-1,258.25,0,3.38,CNc1ccc(-c2cc3cc(O)ccc3o2)c(F)n1,24,7.62
CHEMBL2059204,,None,376.41,0,4.25,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)c(O)c3)ncn2)cc1O,2100,5.68
CHEMBL2059218,,None,448.59,1,5.08,CSc1nc(/C=C/c2ccc(N(C)C)c(O)c2)cc(/C=C/c2ccc(N(C)C)c(O)c2)n1,1100,5.96
CHEMBL116438,CURCUMIN,3,368.39,0,3.85,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,12350,4.91
CHEMBL2402073,,None,384.48,1,5.97,COc1cc(/C=C/c2ccc(NCc3c[nH]c4ccccc34)cc2)cc(OC)c1,,
CHEMBL297453,EPIGALOCATECHIN GALLATE,3,458.38,2,2.23,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,100000,4
CHEMBL2402071,,None,375.47,1,5.49,COc1cc(/C=C/c2ccc(NCc3ccccc3OC)cc2)cc(OC)c1,,
CHEMBL2402068,,None,395.89,1,5.85,COc1cc(/C=C/c2ccc(NCc3cc(Cl)ccc3O)cc2)cc(OC)c1,,
CHEMBL2402067,,None,404.51,1,5.26,COc1cc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc(OC)c1,7560,5.12
CHEMBL2402158,,None,349.39,0,4.29,Oc1cc(O)cc(/C=C/c2ccc(NCc3cccc(O)c3O)cc2)c1,7870,5.1
CHEMBL196946,,None,312.37,0,4.82,O=C(O)C1(c2ccc(-c3csc4ccccc34)c(F)c2)CC1,96300,4.02
CHEMBL442801,,None,592.12,2,5.82,O=C(OC1([C@H]2CCC[C@@H](CC(F)(F)F)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,3.5,8.46
CHEMBL239859,,None,538.15,2,5.28,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,3.5,8.46
CHEMBL239629,,None,584.09,1,4.18,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,2.4,8.62
CHEMBL429448,,None,539.69,1,4.91,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,29,7.54
CHEMBL236187,,None,521.7,1,4.77,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,16,7.8
CHEMBL236184,,None,528.12,1,3.72,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,6.9,8.16
CHEMBL236185,,None,511.66,1,3.21,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,25,7.6
CHEMBL236183,,None,514.09,1,3.33,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,15,7.82
CHEMBL236182,,None,514.09,1,3.33,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,10,8
CHEMBL4762873,,None,329.36,0,4.25,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,3000,5.52
CHEMBL4753795,,None,419.44,0,4.28,COc1cc2nc3ccccc3c(Nc3ccc(C(=O)NO)cc3)c2c(OC)c1OC,13000,4.89
CHEMBL28626,MORIN,None,302.24,0,1.99,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,8500,5.07
CHEMBL4217978,,None,658.61,2,3.99,COc1cc(/C=C/C(=O)Oc2cc(O)c3c(c2)O[C@H](c2ccc4c(c2)O[C@@H](c2ccc(O)c(OC)c2)[C@H](CO)O4)[C@@H](O)C3=O)ccc1O,43600,4.36
CHEMBL3403823,,None,727.08,2,6.5,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C7CCC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,210,6.68
CHEMBL3403826,,None,745.1,2,5.72,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,86,7.07
CHEMBL3087683,,None,513.61,1,4.63,CC(C(=O)NCCCNCCCNC1=CC(=O)c2ccccc2C1=O)c1ccc(-c2ccccc2)c(F)c1,6880,5.16
CHEMBL231160,MEMOQUIN,None,632.89,2,6.27,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,5930,5.23
CHEMBL2381385,,None,303.31,0,1.32,COc1ccc2cc(C(=O)CN3CCOCC3)c(=O)oc2c1,29000,4.54
CHEMBL208908,SCIADOPITISIN,None,580.55,2,6.04,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4OC)c3o2)cc1,50000,
CHEMBL450522,SOTETSUFLAVONE,None,552.49,2,5.44,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1-c1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,50000,
CHEMBL116438,CURCUMIN,3,368.39,0,3.85,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,3900,5.41
CHEMBL4475678,,None,662.87,2,5.96,COc1ccccc1CN(C)CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(C)Cc2ccccc2OC)cc1O,2310,5.64
CHEMBL3965447,,None,440.54,0,4.85,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(c4ccccc4)CC3)cc1)C2,,
CHEMBL3934144,,None,454.57,0,4.85,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(Cc4ccccc4)CC3)cc1)C2,,
CHEMBL140,,None,368.39,0,3.37,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,21810,4.66
CHEMBL487804,GRIFOLIN,None,328.5,1,6.37,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)cc1O,148800,
CHEMBL4871443,,None,434.9,0,4.28,CC(NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl)c1ccccc1,41150,4.39
CHEMBL4867846,,None,348.81,0,1.54,CNS(=O)(=O)c1cc(C(=O)O)c(NCC2CCCO2)cc1Cl,136390,
CHEMBL4852754,,None,294.69,0,2.34,NC(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,,
CHEMBL4852293,,None,305.68,0,4.14,OC(c1ccc(Cl)cc1NCc1ccco1)C(F)(F)F,,
CHEMBL576840,,None,476.58,0,1.99,O=C(Cc1ccccc1)NC(CSSCC(NC(=O)Cc1ccccc1)C(=O)O)C(=O)O,1950,5.71
CHEMBL116438,CURCUMIN,3,368.39,0,3.85,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,20300,4.69
CHEMBL2436692,,None,526.68,2,5.11,O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,11500,4.94
CHEMBL81379,RETINAL,None,284.44,1,5.72,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,180,6.75
CHEMBL4161849,,None,700.01,2,8.07,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](OCc6ccccc6)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@H]1CC[C@H](C)C(=O)NCc1cn(Cc2cscn2)nn1,8280,5.08
CHEMBL1171146,SARSASAPOGENIN,None,416.65,1,5.79,C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,100000,
CHEMBL32749,FERULATE,-1,194.19,0,1.5,COc1cc(/C=C/C(=O)O)ccc1O,,
CHEMBL32749,FERULATE,-1,194.19,0,1.5,COc1cc(/C=C/C(=O)O)ccc1O,226230,
CHEMBL4846673,,None,337.46,0,4.77,COc1cc(/C=C/CN2CCCCC2)ccc1OCc1ccccc1,10640,4.97
CHEMBL4867164,,None,325.41,0,3.47,COc1cc([C@H]2C[C@@H]2C(=O)N(C)C)ccc1OCc1ccccc1,45780,4.34
CHEMBL4852764,,None,373.45,0,4.6,COc1cc(/C=C/C(=O)NCc2ccccc2)ccc1OCc1ccccc1,,
CHEMBL4855849,,None,428.53,0,4.64,COc1cc(/C=C/C(=O)N2CCN(c3ccccc3)CC2)ccc1OCc1ccccc1,,
CHEMBL4865544,,None,363.41,0,4.2,COc1cc(/C=C/C(=O)NCc2ccco2)ccc1OCc1ccccc1,,
CHEMBL4868950,,None,470.57,0,4.59,COc1cc(/C=C/C(=O)N2CCC[C@@H]2C(=O)NCc2ccccc2)ccc1OCc1ccccc1,17750,4.75
CHEMBL4877271,,None,500.6,1,4.47,COc1cc(/C=C/C(=O)N2CCC[C@@H]2C(=O)NCCOc2ccccc2)ccc1OCc1ccccc1,16830,4.77
CHEMBL4876605,,None,442.46,0,3.22,COc1cc(/C=C/C(=O)N2CC(C(=O)N3CC(F)(F)C3)C2)ccc1OCc1ccccc1,21830,4.66
CHEMBL4863014,,None,474.56,0,3.99,COc1cc(/C=C/C(=O)NCCC(=O)NCCOc2ccccc2)ccc1OCc1ccccc1,17910,4.75
CHEMBL4865997,,None,403.5,0,3.65,CCN(CC)C(=O)/C=C/c1ccc(OS(=O)(=O)c2ccc(C)cc2)c(OC)c1,10640,4.97
CHEMBL165,RESVERATROL,3,228.25,0,2.97,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,16800,4.78
CHEMBL4863690,,None,488.63,1,5.65,CCN(CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC,3560,5.45
CHEMBL4875841,,None,398.79,0,3.05,CNS(=O)(=O)c1cc(C(O)C(F)(F)F)c(NCc2ccco2)cc1Cl,,
CHEMBL2059212,,None,432.52,0,4.37,COc1nc(/C=C/c2ccc(N(C)C)c(O)c2)cc(/C=C/c2ccc(N(C)C)c(O)c2)n1,800,6.1
CHEMBL465398,QUINIC ACID,None,192.17,0,-2.32,O=C(O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1,100000,
CHEMBL3403822,,None,715.07,2,6.36,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,110,6.96
CHEMBL3403819,,None,717.04,2,5.35,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CCOC)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,68,7.17
CHEMBL2436698,,None,588.75,2,6.39,O=c1cc(-c2ccccc2)oc2cc(OCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,9800,5.01
CHEMBL63354,AMENTOFLAVONE,None,538.46,3,5.13,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,4800,5.32
CHEMBL3330748,,None,654.89,2,10.93,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(/C=C(\C#N)C(N)=O)s3)cc21,10000,
CHEMBL3330749,,None,300.4,0,4.96,COc1ccc(-c2ccc(-c3ccc(C=O)s3)s2)cc1,10000,
CHEMBL4522982,,None,566.52,2,6.16,COc1ccc(-c2cc(=O)c3c(O)c(Oc4ccc(-c5cc(=O)c6c(O)cc(O)cc6o5)cc4)c(OC)cc3o2)cc1,50000,
CHEMBL28,APIGENIN,None,270.24,0,2.58,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,50000,
CHEMBL164,MYRICETIN,None,318.24,1,1.69,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,4100,5.39
CHEMBL2207042,,None,617.91,2,5.65,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,250,6.6
CHEMBL3330739,,None,437.59,1,8.43,O=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1,7100,5.15
CHEMBL3330746,,None,588.82,2,11.35,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(C=O)s3)cc21,10000,
CHEMBL2063874,,None,296.78,0,3.03,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(N)c1,23000,4.64
CHEMBL165,RESVERATROL,3,228.25,0,2.97,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,15110,4.82
CHEMBL2402075,,None,432.56,1,6.26,COc1cc(/C=C/c2ccc(NCc3cc(NCC(C)C)ccc3O)cc2)cc(OC)c1,10320,4.99
CHEMBL2402161,,None,360.46,0,4.95,CN(C)c1ccccc1CNc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,14160,4.85
CHEMBL2402160,,None,376.46,0,4.65,CN(C)c1ccc(O)c(CNc2ccc(/C=C/c3cc(O)cc(O)c3)cc2)c1,6510,5.19
CHEMBL4552250,,None,602.82,2,5.94,CN(CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(C)Cc2ccccc2)cc1O)Cc1ccccc1,2370,5.62
CHEMBL4465480,,None,1518.92,None,None,CCN(CC)CCCCC(C)Nc1c2ccccc2nc2c(C(=O)NCCCO/N=C/C(=O)NCCCC[C@@H]3NC(=O)CNC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)[C@@H]4CCCN4C3=O)cccc12,2000,5.7
CHEMBL4534005,GSM-NC,None,496.49,0,4.53,COc1cc(-c2cn(C3CCc4ccccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1ccc(C)n1,10,
CHEMBL3751854,,None,324.41,0,4,COc1ccc(CC(=O)Nc2nc(-c3ccccc3)cs2)cc1,10600,4.97
CHEMBL231548,,None,546.13,2,5.32,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,180,6.75
CHEMBL396542,,None,478.01,0,3.62,CN1CCN(C(=O)OC[C@H]2CC[C@@H](c3ccccc3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1,450,6.35
CHEMBL390889,,None,582.17,2,6.02,O=C(NC1CCN(Cc2ccccc2)CC1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,190,6.72
CHEMBL390478,,None,478.01,0,3.62,CN1CCN(C(=O)OCCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1,1900,5.72
CHEMBL4226025,,None,546.85,2,5.57,c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCCCC2)c1,4600,5.34
CHEMBL4227708,,None,531.83,2,5.49,c1ccc(-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCCCC2)c1,10000,
CHEMBL4226951,,None,574.81,1,4.85,O=C(NCCN1CCCCC1)c1cc(Nc2ccccc2CN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,4700,5.33
CHEMBL4225384,,None,589.83,1,3.61,CN1CCN(Cc2ccccc2Nc2cc(C(=O)NCCN3CCCCC3)cc(C(=O)NCCN3CCCCC3)c2)CC1,10000,
CHEMBL4226598,,None,574.81,1,3.53,CN1CCN(Cc2ccccc2-c2cc(C(=O)NCCN3CCCCC3)cc(C(=O)NCCN3CCCCC3)c2)CC1,10000,
CHEMBL3740761,,None,202.26,0,2.36,CCc1ccccc1N1N=C(C)CC1=O,50000,
CHEMBL2425961,,None,363.42,0,2.72,CCc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1,50000,
CHEMBL3672702,,None,369.51,0,3.98,CC[C@@H](C)Oc1ccc2c(c1)C1(N=C(C)C(N)=N1)[C@]1(CC[C@H](OC)CC1)C2,16,7.8
CHEMBL4059796,,None,231.23,0,2.39,O=c1cc(/C=C/c2cccc(F)c2)[nH]cc1O,18970,4.72
CHEMBL1788121,,None,265.35,0,3.11,[3H]N(c1ccc(-c2nc3ccc(O)cc3s2)cn1)C([3H])([3H])[3H],58,7.24
CHEMBL196246,,None,324.27,0,4.63,O=C(O)C1(c2ccc(-c3ccc(C(F)(F)F)cc3)c(F)c2)CC1,22000,4.66
CHEMBL3899794,,None,518.9,2,5.34,C[P@]1(=O)OC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,9.5,8.02
CHEMBL3936795,,None,518.9,2,5.34,C[P@]1(=O)OC[C@@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,421,6.38
CHEMBL2386724,,None,434.2,0,3.37,C[C@]1(c2nc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)OCC1(F)F,12,7.92
CHEMBL4107314,,None,434.38,0,0.99,C[C@]1(c2nc(NC(=O)c3ncc(C#CCO)cc3N)ccc2F)N=C(N)OCC1(F)F,62,7.21
CHEMBL2386719,,None,390.33,0,1.94,C[C@]1(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC1(F)F,14,7.85
CHEMBL3972686,,None,441.53,0,4.25,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(c4ccccn4)CC3)cc1)C2,,
CHEMBL3099500,,None,1151.42,None,None,CN(CCCCNc1c2c(nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc4ccccc4)C(=O)OCc4ccccc4)cccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,51000,4.29
CHEMBL3593280,,None,649.54,1,3.99,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(OCc3no[n+]([O-])c3C(N)=O)cc21.[I-],26000,4.58
CHEMBL3739947,,None,222.22,0,1.95,COc1cc(F)cc(N2N=C(C)CC2=O)c1,50000,
CHEMBL682,AMODIAQUINE,4,355.87,1,5.18,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,4000,5.4
CHEMBL138623,,None,339.87,1,5.47,CCN(CC)Cc1cccc(Nc2ccnc3cc(Cl)ccc23)c1,4500,5.35
CHEMBL4225842,,None,534.75,1,3.92,CN(C)Cc1ccccc1Nc1cc(C(=O)NCCN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,8200,5.09
CHEMBL4228998,,None,559.8,1,4.77,O=C(NCCN1CCCCC1)c1cc(C(=O)NCCN2CCCCC2)cc(-c2ccccc2CN2CCCCC2)c1,6200,5.21
CHEMBL4225986,,None,375.47,0,3.22,O=C(CCc1ccccc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,19740,4.71
CHEMBL2408100,,None,365.43,0,3.92,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCCCC3)cc2)c(O)c1,5900,5.23
CHEMBL2408102,,None,339.39,0,3.44,COc1ccc(C(=O)/C=C/c2ccc(C(=O)NC(C)C)cc2)c(O)c1,17800,4.75
CHEMBL94521,,None,494.04,0,4.89,O=C(CN1CCCCC1)Nc1cc(CN2CCOCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,7100,5.15
CHEMBL4554693,,None,566.52,2,5.74,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4c(OC)cc5oc(-c6ccc(O)cc6)cc(=O)c5c4O)c3o2)cc1,15900,4.8
